CLMANT_TXT,CNTNTN_CLSFCN_ID,SPECL_ISSUE_TYPE_CD,PERSON_SPECL_STATUS_TYPE_NM,
BOWEL CONDITION,8968,,,
BALANCE ISSUES,8969,,,
PRE-DIABETES,8973,,,
ERECTILE DSYFUNCTION,8975,,,
HYPERTENSION (SECONDARY TO DIABETES),8979,,,
NUMBNESS IN RIGHT LEG,8988,,,
ANXIETY ISSUES,8989,,,
RIGHT ANKLE SECONDARY TO LEFT ANKLE,8991,,,
ARTHRITIS RIGHT HIP,8992,,,
PES PLANUS (FLAT FEET),8994,,,
LOWER LUMBAR PAIN,8998,,,
RIGHT SHOULDER JOINT PAIN,9002,,,
LEFT WRIST STRAIN,9004,,,
RIGHT WRIST STRAIN,9004,,,
B/L CARPAL TUNNEL SYNDROME,9006,,,
NEUROPATHY OF LOWER EXTREMITIES,9006,,,
MIGRAINE/HEADACHES,9007,,,
ALLERGY CONDITION,9012,,,
ACROCHORDON,9016,,,
ALERGIES,9012,,,
"ANEMIA,",8981,,,
BIALTERAL KNEES,8997,,,
BILAT HEARING LOSS FAST LETTER,3140,,,
BILATERAL KNEE CONDITOIN,8997,,,
BILATERAL KNEES (INCREASE),8997,,,
ECZEMA (INCREASE),9016,,,
HEADACHES - INCREASE,9007,,,
HEARING INCREASE,3140,,,
HEARING LEFT EAR,3140,,,
HEARING LOSS - BOTH,3140,,,
HEARING LOSS - WHICH BEGAN IN SERVICE AND CONTINUES TODAY,3140,,,
HEARING LOSS DUE TO ACUSTIC TRAMA,3140,,,
INCREASE EVALUATION FOR BILATERAL HEARING LOSS,3140,,,
INCREASE IN HEADACHES,9007,,,
INCREASE IN LEFT SHOULDER,9002,,,
INCREASE LEFT WRIST,9004,,,
IR BACK CONDITION,8998,,,
LEFT ANKLE - INCREASE,8991,,,
"LEFT ANKLE CONDITION,",8991,,,
LEFT SHOULDER CONDITION (INCREASE),9002,,,
LT FOOT,8994,,,
LT HIP CONDITION,8996,,,
LT SHOULDER INJURY,9002,,,
MOOD DISORDERS,8989,,,
OBSTRUCTIVE SLEEP APNEA SYNDROME,9012,,,
R/L KNEE CONDITION,8997,,,
SLEEP APNEA - INITIAL,9012,,,
SLEEP APNEA SC,9012,,,
"TYPE II DIABETES,",8973,,,
VISION LOSE,8974,,,
HIGH BLOOD PRESSURE SECONDARY TO DIABETES,8925,,,
LEUKOPENIA,8925,,,
HODGKINS LYMPHOMA,8939,,,
MOTION SICKNESS,8969,,,
HYPOKALEMIA,8975,,,
KIDNEY DISEASE SECONDARY TO DIABETES,8975,,,
CARDIOMEGALY,8979,,,
LEFT VENTRICULAR HYPERTROPHY,8979,,,
DEPRESSION SECONDARY TO HEARING LOSS,8989,,,
DEPRESSION SECONDARY TO PROSTATE CANCER,8989,,,
LEFT ACHILLES TENDON,8991,,,
LEFT FOOT PES PLANUS,8994,,,
RIGHT GREAT TOE,8994,,,
B/L KNEE,8997,,,
BILATERAL KNEE DISORDER,8997,,,
DJD RIGHT KNEE,8997,,,
KNEE PAIN LEFT,8997,,,
CHRONIC LUMBAGO,8998,,,
LOWER BACK CONDITON,8998,,,
APHASIA,9006,,,
BILATERAL PERIPHERAL NEUROPATHY LOWER EXTREMITIES,9006,,,
DYSPLASIA,9006,,,
NEUROLOGICAL DISORDER,9006,,,
NEUROPATHY IN BOTH FEET,9006,,,
PERIPHERAL NEUROPATHY LEFT LEG,9006,,,
RESTLESS LEG,9006,,,
CHRONIC PNEUMONIA,9012,,,
BODY RASH,9016,,,
VARIOUS SKIN DISORDERS,9016,,,
A & A,9017,,,
LOSS OF USE CREATIVE ORGAN,9018,,,
(B) KNEE JOINT PAIN,8997,,,
^SC RIGHT ANKLE,8991,,,
ACQUIRED MENTAL HEALTH CONDITION,8989,,,
B/L WRIST COND,9004,,,
CAN'T SLEEP,8989,,,
CERVICAL SPINE-INCREASE,8999,,,
ENTITLEMENT TO SERVICE CONNECTION FOR BILATERAL KNEE CONDITION,8997,,,
ENTITLEMENT TO SERVICE CONNECTION FOR SINUSITIS.,9012,,,
GLUCOMA,8974,,,
HEARIN GLOSS,3140,,,
HYPERTENSION 2ND TO DMII,8979,,,
INCREASE IN BILATERAL KNEE CONDITION,8997,,,
KNEE CONDITION-BILATERAL,8997,,,
LEFT SHOULDER (PAIN),9002,,,
LIMITED MOTION OF ANKLE,8991,,,
LOWERBACK CONDITION,8998,,,
LUMBAR DEGENERATIVE DISC,8998,,,
"LUMBOSACRAL STRAIN,",8998,,,
R KNEE INCREASE,8997,,,
RE-EVAL HEARING LOSS,3140,,,
RIGHT ANKLE - INCREASE,8991,,,
RIGHT ELBOW INCREASE,8993,,,
RIGHT KNEE SECONDARY TO,8997,,,
RIGHT KNEE TOTAL REPLACEMENT,8997,,,
RIGHT WRIST COND,9004,,,
S/C GERD,8968,,,
S/C HEARING LOSS BOTH EARS,3140,,,
SERVICE CONNECTED DIABETES,8973,,,
SIATICA,8988,,,
TINNITES,3140,,,
TINNITUS-SAME AS ABOVE,3140,,,
TO HYPERTENSION,8979,,,
HYPERLIPDEMIA,8925,,,
CEREBROVASCULAR ACCIDENT,8927,,,
RIGHT ARM NUMBNESS,8929,,,
HEMOCHROMATOSIS,8968,,,
DIABETES TYPE 1,8973,,,
DRY EYE,8974,,,
EYE SURGERY,8974,,,
ACUTE RENAL FAILURE,8975,,,
URINARY TRACT,8975,,,
HYPERTENSION-,8979,,,
POOR CIRCULATION,8979,,,
ABNORMAL WEIGHT LOSS,8986,,,
LEFT LEG NEUROPATHY,8988,,,
LEFT SCIATICA,8988,,,
ADJUSTMENT DISORDER W/DEPRESSED MOOD,8989,,,
DEPRESSION SECONDARY TO BACK CONDITION,8989,,,
SLEEP IMPAIRMENT,8989,,,
SLEEP PARALYSIS,8989,,,
ACHILLES TENDON,8991,,,
RESIDUALS OF LEFT ANKLE INJURY,8991,,,
RIGHT ACHILLES TENDON,8991,,,
ARTHRITIS IN KNEES,8992,,,
ARTHRITIS NECK,8992,,,
LEFT FOREARM,8993,,,
LEFT FOOT ARTHRITIS,8994,,,
PAIN IN BOTH FEET,8994,,,
PLANTER FASCIITIS,8994,,,
RIGHT PINKY FINGER,8995,,,
CHRONIC RIGHT HIP PAIN,8996,,,
LEFT THIGH CONDITION,8996,,,
KNEE PROBLEM,8997,,,
SPINE INJURY,8998,,,
CERVICAL DISC DISEASE,8999,,,
CERVICAL SPINE CONDITIONS,8999,,,
LEFT WRIST SPRAIN,9004,,,
BLACKOUTS,9006,,,
BRAIN DAMAGE,9006,,,
PROBLEMS SLEEPING,9007,,,
ALERGIC RHINITIS,9012,,,
ATHLETE'S FOOT,9016,,,
SMC AID AND ATTENDANCE,9017,,,
HEAD SCAR,9020,,,
^SC RIGHT SHOULDER,9002,,,
6100 BILATERAL HEARING LOSS,3140,,,
A FIB,8979,,,
ADJUSTMENT DISORDER INCREASE,8989,,,
AL AMYLOIDOSIS,8981,,,
ALLERGIC RHINITIS-INCREASE,9012,,,
ANKLE CONDITIONS,8991,,,
"BACK INJURY,",8998,,,
BI LATERAL KNEES,8997,,,
BILAT SHOULDER CONDITION,9002,,,
BILATERAL HAND CARPEL TUNNEL,9006,,,
BILATERAL HEARING INCREASE,3140,,,
BILATERAL HEARING LOSS SERVICE CONNECTED,3140,,,
BILATERAL KNEE INCREASE,8997,,,
BILATERAL PERIPHERAL NEUROPATHY LOWER,9006,,,
CFI LUMBOSACRAL STRAIN,8998,,,
DEPRESSION MAJOR,8989,,,
"EYE CONDITION,",8974,,,
"GASTROENTERITIS,",8968,,,
HEADACHES 2ND TO TBI,9007,,,
HEADACHS,9007,,,
HEARING LOSS- BOTH EARS,3140,,,
HEARING LOSS DUE TO ACOUSTICAL TRAUMA,3140,,,
HEARING VOICES,3140,,,
HEART CONDITION DUE TO,8979,,,
HEART VALVE REPLACEMENT,8979,,,
INCREASE MAJOR DEPRESSIVE DISORDER,8989,,,
INCREASE-RIGHT KNEE,8997,,,
INDIV. UNEMPLOYABILITY,6990,,,
KNEE.,8997,,,
LEFT EAR HEARING LOSS (INCREASE),3140,,,
LEFT KNEE SECONDARY RIGHT KNEE,8997,,,
LOWER BACK CONDITOIN,8998,,,
LYMPH NODE CANCER,8939,,,
NEUROPATHY BOTH LEGS,9006,,,
"NIGHTMARES,",8989,,,
"PLANTAR FASCIITIS,",8994,,,
S/C FOR BACK CONDITION,8998,,,
SECONDARY TO SC DIABETES,8973,,,
SERVICE CONNECTION BILATERAL HEARING LOSS,3140,,,
SHORT TEMPER,8989,,,
TINNITUS - INCREASE,3140,,,
TINNITUS MOS RELATED,3140,,,
TINNITUS/NEW,3140,,,
TINNITUS-DUE TO ACOUSTIC TRAUMA,3140,,,
LOSS OF APPETITE,8925,,,
DENTAL CONDITIONS,8967,,,
DENTAL TREATMENT,8967,,,
CHRONIC EAR INFECTIONS,8969,,,
LOSS OF TASTE,8969,,,
NEPHROPATHY,8975,,,
RENAL TOXICITY,8975,,,
MENSTRUAL DISORDER,8978,,,
HEART BYPASS,8979,,,
HEART PALPATATIONS,8979,,,
PAROXYSMAL ATRIAL FIBRILLATION,8979,,,
RHEUMATIC FEVER,8986,,,
PSYCHOLOGICAL DISORDER,8989,,,
SOCIAL PHOBIA,8989,,,
RESIDUALS OF RIGHT ANKLE INJURY,8991,,,
ARTHRITIS LEFT HIP,8992,,,
SEVERE ARTHRITIS,8992,,,
LATERAL EPICONDYLITIS,8993,,,
RESIDUALS OF FOOT INJURY,8994,,,
THUMB,8995,,,
BILATERAL KNEE PAINS,8997,,,
"SHIN SPLINTS, BILATERAL",8997,,,
BACK CONDITON,8998,,,
CHRONIC LOW BACK,8998,,,
THORACIC STRAIN,8998,,,
"SHOULDER CONDITION, BILATERAL",9002,,,
MAXILLARY SINUSITIS,9012,,,
TOE FUNGUS,9016,,,
^SC LOWER BACK CONDITION,8998,,,
ANXIETY/,8989,,,
B/L KNEE CONDITIONS JOINT PAIN,8997,,,
BHL DUE TO LOUD NOISE EXPOSURE IN THE SERVICE,3140,,,
BILAT KNEES,8997,,,
BI-LATERAL HEARING LOSS.,3140,,,
CARDIO VASCULAR DISEASE,8979,,,
CHRONIC OBSTRUCTIVE LUNG DISEASE,9012,,,
CPAP,9016,,,
ENTITLEMENT TO AN INCREASE FOR INDIVIDUAL UNEMPLOYABILITY.,6990,,,
ERECTILE DYSFUNCTION 2ND TO,8975,,,
HEARING LOSS BL,3140,,,
"HERNIA,",8968,,,
IMPAIRED HEARING (INCREASE),3140,,,
INCREASE ON BILATERAL HEARING LOSS,3140,,,
"JOINT PAIN,",9005,,,
L ELBOW,8993,,,
L KNEE INCREASE,8997,,,
LEFT HIP CONDITION SECONDARY,8996,,,
LEFT SHOUDLER,9002,,,
LEFT WRIST INCREASE,9004,,,
"PES PLANUS,",8994,,,
RECURRING TINNITUS,3140,,,
RIGHT KNEE-SERVICE CONNECTED,8997,,,
S/C FOR HYPERTENSION,8979,,,
SC BILAT HEARING LOSS,3140,,,
SC HEMORRHOIDS,8968,,,
SERVICE CONNECTION FOR BILATERAL HEARING,3140,,,
T.D.I.U./I.U.,6990,,,
TBI - INCREASE,9020,,,
TDIU/IU,6990,,,
TINNITUS - SEE 21-4138,3140,,,
TINNITUS DUE TO ACOUSTIC TRAMA,3140,,,
HYPERTRIGLYCERIDEMIA,8925,,,
MISCARRIAGE,8925,,,
BILATERAL HAND NUMBNESS,8929,,,
RENAL CANCER,8935,,,
CERVICAL CANCER,8937,,,
LIPOMAS,8966,,,
ACID REFLUX (GERD),8968,,,
GASTRIC REFLUX,8968,,,
GASTROINTESTINAL DISORDERS,8968,,,
STOMACH PAINS,8968,,,
CORNARY ARTERY DISEASE,8979,,,
BLOOD CONDITION,8981,,,
AMNESIA,8989,,,
SLEEP DISTRUBANCE,8989,,,
ARTHRITIS IN RIGHT KNEE,8992,,,
RIGHT TOE,8994,,,
LEFT LOWER RADICULOPATHY,8997,,,
PAIN IN RIGHT KNEE,8997,,,
RIGHT KNEE CONDITION SECONDARY TO LEFT KNEE CONDITION,8997,,,
LOWER BACK DDD,8998,,,
DEGENERATIVE DISC DISEASE CERVICAL SPINE,8999,,,
BREATHING DIFFICULTIES,9012,,,
OBSTRUCTIVE SLEEP APNEA W/ CPAP,9012,,,
SLEEP APNEA ON CPAP,9012,,,
^SC ALLERGIC RHINITIS,9012,,,
AN ACQUIRED PSYCHIATRIC CONDITION TO,8989,,,
AORTIC VALVE REPLACEMENT,8979,,,
ARTHITIS,8992,,,
B TINEA PEDIS,9016,,,
BILATERAL HEARING LOSS - SEE 21-4138,3140,,,
"CHRONIC FATIGUE SYNDROME,",8976,,,
DEPRESSION/ANXIETY SECONDARY,8989,,,
DEPRESSIVE DISORDER DUE TO,8989,,,
DEPRESSON,8989,,,
ENTITLEMENT TO SERVICE CONNECTION FOR LEFT SHOULDER CONDITION.,9002,,,
HEARING LOSS DUE TO MILITARY ACOUSTIC TRAUMA,3140,,,
"HEARING LOSS, LD NOISE EXP",3140,,,
HIGH BLOOD PRESSURE (NEW),8979,,,
HOUSEBOUND STATUS,9017,,,
INCR BILATERAL HEARING LOSS,3140,,,
INCREASE ECZEMA,9016,,,
INCREASE FOR LEFT KNEE CONDITION,8997,,,
INCREASE IBS,8968,,,
INCREASE IN S/C LEFT KNEE,8997,,,
INCREASE RIGHT EAR HEARING LOSS,3140,,,
KNEES PAIN,8997,,,
LOW BACK INCREASE,8998,,,
NEW INDIVIDUAL UNEMPLOYABILITY,6990,,,
PROSTATE ENLARGED,8975,,,
RECONSIDERATION SLEEP APNEA,9012,,,
REEVALUATE LEFT KNEE,8997,,,
REOPEN LOW BACK CONDITION,8998,,,
"RIGHT ELBOW,",8993,,,
SC FOR BACK CONDITION,8998,,,
SCLEROSIS,9007,,,
"SKIN CANCER,",1250,,,
TENITTUS,3140,,,
THIGH,8996,,,
TINNITUS BI-LATERAL,3140,,,
TO RIGHT KNEE CONDITION,8997,,,
VISION BOTH EYES,8974,,,
BILATERAL INGUINAL HERNIA,8968,,,
MENIERE'S SYNDROME,8969,,,
HYPERPARATHYROIDISM,8973,,,
ERICTILE DYSFUNCTION,8975,,,
GALL BLADDER SURGERY,8975,,,
HERPES ZOSTER,8975,,,
KIDNEY TRANSPLANT,8975,,,
PROSTATE SURGERY,8975,,,
PROSTATIS,8975,,,
HYPERTENSION SECONDARY TO HEART CONDITION,8979,,,
SUICIDAL IDEATION,8989,,,
B/L ANKLES,8991,,,
RIGHT FOOT PES PLANUS,8994,,,
LEFT HAND FRACTURE,8995,,,
RIGHT INDEX FINGER INJURY,8995,,,
BILATERAL HIPS CONDITION,8996,,,
"HIP CONDITION, LEFT",8996,,,
ABNORMAL GAIT,8997,,,
BILATERAL CHRONIC KNEE PAIN,8997,,,
LEFT LEG AMPUTATION,8997,,,
BACK CONDITION LOWER,8998,,,
MECHANICAL LOW BACK PAIN,8998,,,
LEFT SHOULDER BURSITIS,9002,,,
RESIDUALS OF LEFT SHOULDER INJURY,9002,,,
DEGENERATIVE BONE DISEASE,9005,,,
BILATERAL UPPER NEUROPATHY,9006,,,
LEFT CARPAL TUNNEL,9006,,,
NEUROPATHY RIGHT LOWER EXTREMITY,9006,,,
CHRONIC SINUS,9012,,,
COUGH,9012,,,
EPISTAXIS,9012,,,
MALIGNANT MELANOMA,9016,,,
AUTO GRANT,8925,,,
BACK CODNITION,8998,,,
BACK INJURY - INITIAL,8998,,,
"BILATERAL FEET,",8994,,,
BILATERAL FOOT ISSUES,8994,,,
CHOLESTROL,8925,,,
CHRONIC RIGHT FOOT PAIN,8994,,,
DIABETES),8973,,,
DIBETES,8973,,,
DM TYPE 2,8973,,,
ENLARGED PROSTRATE,8975,,,
EXZEMA,9016,,,
HEARING LOSS /TINNITUS,3140,,,
HEARING LOSS BILATERALLY,3140,,,
HEARING LOSS L EAR,3140,,,
HYPERTENSIVE,8979,,,
IDIOPATHIC PULMONARY FIBROSIS,9012,,,
INCREASE HEARING,3140,,,
INCREASE IN DEPRESSION,8989,,,
INCREASE NECK CONDITION,8999,,,
L HAND,8995,,,
LEFT KNEE RIGHT KNEE,8997,,,
LOW BACK (INCREASE),8998,,,
LOWER BACK CONDITION - INCREASE,8998,,,
LT ANKLE INJURY,8991,,,
"LUNG CONDITION,",9012,,,
MIGRAINE HEAD ACHES,9007,,,
NECK CONDITION INCREASE,8999,,,
NEUROPATHY SECONDARY TO,9006,,,
OSTEOARTHROSIS,8992,,,
PERIPHERAL NEUROPATHY-,9006,,,
RE-OPEN RIGHT KNEE,8997,,,
RESPIRATORY DISORDERS,9012,,,
S/C HEART CONDITION,8979,,,
S/C LOWER BACK CONDITION,8998,,,
SC BILATERAL KNEES,8997,,,
SC LUMBAR SPINE CONDITION,8998,,,
SC^ BILATERAL HEARING LOSS,3140,,,
SERVICE CONNECTION FOR TINNITUS.,3140,,,
SKIN DISEASES,9016,,,
SLEEP APNEA RECONSIDERATION,9012,,,
TINNITUS BEGAN IN SERVICE,3140,,,
TINNITUS DUE TO NOISE TRAUMA,3140,,,
HEARING LOSS AU,3140,,,
NUMBNESS IN LEFT HAND,8929,,,
GANGLION CYST,8962,,,
HEMATOCHEZIA,8968,,,
EAR INFECTIONS,8969,,,
PTERYGIUM,8974,,,
CORONARY ARTERY DISEASE (CAD),8979,,,
LEFT VARICOCELE,8979,,,
BILATERAL ANKLE STRAIN,8991,,,
BILATERAL FEET PROBLEMS,8994,,,
CHRONIC BILATERAL FOOT PAIN,8994,,,
RIGHT BIG TOE CONDITION,8994,,,
RIGHT FOOT SURGERY,8994,,,
RIGHT INDEX FINGER CONDITION,8995,,,
BILATERAL KNEE CONDTION,8997,,,
ILIOTIBIAL BAND FRICTION SYNDROME,8997,,,
PAIN IN LEFT KNEE,8997,,,
PATELLAR TENDONITIS,8997,,,
CHRONIC LUMBOSACRAL STRAIN,8998,,,
"DEGENERATIVE DISC DISEASE, LUMBAR SPINE",8998,,,
DEGENERATIVE JOINT DISEASE LUMBAR SPINE,8998,,,
DJD LUMBAR SPINE,8998,,,
MIDBACK PAIN,8998,,,
RESIDUALS OF HERNIA SURGERY,8998,,,
CHRONIC PELVIC PAIN,9001,,,
LEFT SHOULDER DISABILITY,9002,,,
GROIN,9005,,,
BILATERAL LOWER RADICULOPATHY,9006,,,
PERIPHERAL NEUROPATHY RIGHT UPPER EXTREMITY,9006,,,
RESPIRATORY CANCER,9012,,,
SCAR FORMATION,9013,,,
DERMATOPHYTOSIS TINEA CORPORIS,9016,,,
KERATOSIS PILARIS,9016,,,
SKIN COND,9016,,,
SPOUSAL AID AND ATTENDANCE,9017,,,
(ACOUSTIC TRAUMA),3140,,,
^SC LEFT ANKLE,8991,,,
^SC LUMBAR STRAIN,8998,,,
"ALLERGIES,",9012,,,
ANXIETY NEW,8989,,,
BILATERAL HEARING LOSS } MOS,3140,,,
DMII (INCREASE),8973,,,
ENTITLEMENT TO AN INCREASE FOR BACK CONDITION.,8998,,,
ENTITLEMENT TO SERVICE CONNECTION FOR GERD,8968,,,
ERECTILE DYSFUNCTION-SECONDARY TO DIABETES,8975,,,
HEARING LOSS - ACOUSTIC TRAUMA,3140,,,
HEARING LOSS (AT)-BILAT,3140,,,
HEP B,8968,,,
I/R HEARING LOSS,3140,,,
IRRITABLE BOWEL SYNDROM,8968,,,
ISCHEMIC HEART DISEASE DUE TO HERBICIDE,8979,,,
LEFT HIP COND,8996,,,
"LOWER BACK INJURY,",8998,,,
LOWER BACK SURGERY,8998,,,
PAIN SYNDROME,8976,,,
R FOOT INJURY,8994,,,
"RADICULOPATHY,",8988,,,
RECONSIDERATION BILATERAL HEARING LOSS,3140,,,
REOPEN LOWER BACK,8998,,,
RESPIRATORY CONDITION DUE TO,9012,,,
RIGHT ANKLE CONDITION (INCREASE),8991,,,
RIGHT ANKLE CONDITIONS,8991,,,
RIGHT KNEE CONDITION (NEW),8997,,,
SECONDARY TO RIGHT SHOULDER,9002,,,
SERVICE CONNECTED LEFT KNEE,8997,,,
SERVICE CONNECTED RIGHT KNEE,8997,,,
SUBSTANCE ABUSE DISORDER,8989,,,
"TINITUS,",3140,,,
TINNITUS BI LATERAL,3140,,,
"TMJ,",8967,,,
1151,8925,,,
MIXED HYPERLIPIDEMIA,8925,,,
PARAGRAPH 30 BENEFITS,8925,,,
VIRAL SYNDROME,8925,,,
DIGESTIVE DISORDER,8968,,,
ALLERGIC CONJUNCTIVITIS,8974,,,
BILATERAL KIDNEY CONDITION,8975,,,
GALL STONES,8975,,,
GYNECOLOGICAL CONDITION,8978,,,
CARDIOVASCULAR CONDITION,8979,,,
LYMPHADENOPATHY,8981,,,
FATIGUE SYNDROME,8986,,,
NUMBNESS IN BOTH FEET,8988,,,
DELUSIONAL DISORDER,8989,,,
DIFFICULTY CONCENTRATING,8989,,,
INSOMNIA/SLEEP DISORDER,8989,,,
LEFT ANKLE SURGERY,8991,,,
B/L FEET,8994,,,
BILATERAL FLAT FOOT CONDITION,8994,,,
LEFT FOOT HALLUX VALGUS,8994,,,
LEFT HEEL CONDITION,8994,,,
BILATERAL HAND CONDITIONS,8995,,,
RIGHT THIGH CONDITION,8996,,,
BL KNEE,8997,,,
LOWER BACK PAIN CHRONIC,8998,,,
NECK PROBLEM,8999,,,
RESIDUALS OF NECK INJURY,8999,,,
RIBS,9001,,,
CHEST INJURY,9005,,,
RIB CONDITION,9005,,,
SKULL FRACTURE,9005,,,
ATAXIA,9006,,,
NEUROLOGICAL SYMPTOMS,9006,,,
NEUROPATHY LEFT LOWER EXTREMITY,9006,,,
SEPTOPLASTY,9012,,,
COLD WEATHER INJURY,9016,,,
TRENCH FOOT,9016,,,
^SC HEMORRHOIDS,8968,,,
BI LATERAL HEARING,3140,,,
BIL TINNITUS  LOUD NOISES IN SERVICE ,3140,,,
BILATERAL HEARING LOSS - IN SERVICE,3140,,,
BL EYE CONDITION,8974,,,
BLIND IN RIGHT EYE,8974,,,
BRONCITIS,9012,,,
CFI GERD,8968,,,
"CHRONIC HEADACHES,",9007,,,
CHRONIC LUMBAR SPINE CONDITION,8998,,,
CHRONIC PANIC ATTACKS,8989,,,
DENTAL COND,8967,,,
DEPRESSIVE DISORDER INCREASE,8989,,,
ED-SECONDARY TO DIABETES,8975,,,
ENTITLEMENT TO SERVICE CONNECTION FOR BILATERAL FOOT CONDITION.,8994,,,
HEARING LOSS (RE-OPEN),3140,,,
HEARING LOSS BILATERAL CHRONIC,3140,,,
HEARING LOSS R EAR,3140,,,
HPTN/HBP,8979,,,
HYPERTENSION SERVICE CONNECTED,8979,,,
INC MIGRAINES,9007,,,
INCONTINENT,8975,,,
INCREASE HEARING LOSS LEFT EAR,3140,,,
INCREASE PERIPHERAL NEUROPATHY,9006,,,
INCREASE SKIN CONDITION,9016,,,
IR BACK,8998,,,
IR BASED ON IU,6990,,,
LEFT AND RIGHT SHOULDER,9002,,,
LEFT KNEE- INCREASE,8997,,,
LEFTSHOULDER,9002,,,
"LOWER BACK, 10% S/C",8998,,,
LUMBOSACRAL,8998,,,
LUNG CONDITIONS,9012,,,
PRESSURE,8979,,,
R KNEE PAIN/LIMIT ROM,8997,,,
RE-OPEN LEFT KNEE,8997,,,
RIGHT ANKEL,8991,,,
RIGHT HIP CONDITION SECONDARY,8996,,,
S/C PROSTATE CANCER,8935,,,
SC CERVICAL SPINE,8999,,,
SC DMII,8973,,,
SLEEP APNEA W/CPAP MACHINE,9012,,,
"STROKE,",8926,,,
TINNITU,3140,,,
TINNITUS FAST LTR,3140,,,
TINNITUS**CHRONIC SINCE ACTIVE DUTY,3140,,,
TINNITUS-BEGAN IN SERVICE AND STILL EXISTS TODAY,3140,,,
TINNITUS-RECONSIDERATION,3140,,,
TYPE 2,8973,,,
HEARING LOSS/ TINNITUS,3140,,,
RINGING IN EARS (TINNITUS),3140,,,
INDIVIDUAL UNEMPLOYABILITY IU,6990,,,
TEMPORARY 100% FOR PTSD,8925,,,
CHRONIC HEARTBURN,8968,,,
HIATEL HERNIA,8968,,,
OTITIS EXTERNA,8969,,,
THYROID ISSUES,8973,,,
CHRONIC ALLERGIC CONJUNCTIVITIS,8974,,,
INCONTINENCE SECONDARY TO PROSTATE CANCER,8975,,,
NOCTURIA,8975,,,
PROSTATE HYPERTROPHY,8975,,,
POLYCYTHEMIA VERA,8981,,,
SICKLE CELL TRAIT,8981,,,
MORBID OBESITY,8986,,,
RADICULOPATHY LEFT LEG,8988,,,
ADJUSTMENT DISORDER W/ ANXIETY,8989,,,
BILATERAL ANKLE PROBLEMS,8991,,,
ARTHRITIS IN LOWER BACK,8992,,,
RIGHT HEEL CONDITION,8994,,,
"HAND CONDITION, RIGHT",8995,,,
LEFT HIP SECONDARY TO RIGHT HIP,8996,,,
KNEE JOINT PAIN,8997,,,
LEFT KNEE TORN MENISCUS,8997,,,
LEFT LOWER LEG CONDITION,8997,,,
RIGHT CALF,8997,,,
BACK LUMBAR,8998,,,
LUMBOSACRAL SPONDYLOSIS,8998,,,
CHRONIC CERVICAL SPINE PAIN,8999,,,
RIGHT WRIST TENDONITIS,9004,,,
SPINAL MENINGITIS,9006,,,
NOSE FRACTURE,9012,,,
DRY SKIN,9016,,,
FACIAL ACNE,9016,,,
REGULAR AID AND ATTENDANCE,9017,,,
^SC BIL HEARING LOSS,3140,,,
ACID REFLUX GERD,8968,,,
ALL MENTAL HEALTH TO INCLUDE,8989,,,
ASTHMA-INCREASE,9012,,,
BACK PAIN SERVICE CONNECTED,8998,,,
BILATERAL HEARING LOSS DUE TO MILITARY,3140,,,
BILATERAL TINNITUS AND HEARING LOSS,3140,,,
BLADDER CANCER CAMP LEJEUNE,8975,,,
CARDIOVASCULAR,8979,,,
"CHRONIC SINUSITIS,",9012,,,
CHRONIC SINUSITIS/RHINITIS,9012,,,
EHARING LOSS,8975,,,
ENTITLEMENT TO SERVICE CONNECTION FOR 5237 - LUMBOSACRAL STRAIN.,8998,,,
ENTITLEMENT TO SERVICE CONNECTION FOR 6100- HEARING LOSS.,3140,,,
HIGH COLESTEROL,8925,,,
HOSPITALIZATION,8925,,,
INCREASE BOTH KNEES,8997,,,
INCREASE FOR LEFT ANKLE,8991,,,
INCREASE ON RIGHT KNEE,8997,,,
INCREASE RIGHT ELBOW,8993,,,
LEFT KNEE CONDITOIN,8997,,,
LEFT SHOULDER CONDITIONS,9002,,,
LT WRIST CONDITION,9004,,,
NEUROPATHY BILATERAL LOWER,9006,,,
NEW DEPRESSION,8989,,,
ON INDIVIDUAL UNEMPLOYABILITY,6990,,,
PROSTATE CONDITIONS,8975,,,
RECONSIDERATION FOR SLEEP APNEA,9012,,,
REOPEN - TINNITUS,3140,,,
RE-OPEN RIGHT KNEE CONDITION,8997,,,
RHINITIS INCREASE,9012,,,
"RIGHT FOOT CONDITION,",8994,,,
S/C ISCHEMIC HEART DISEASE,8979,,,
SC FOR LEFT KNEE CONDITION,8997,,,
SC LEFT SHOULDER CONDITION,9002,,,
SC OBSTRUCTIVE SLEEP APNEA,9012,,,
SCHIZOPHRENIC,8989,,,
SLEEPING DISORDERS,8989,,,
STAGE 3 KIDNEY DISEASE,8975,,,
TININITUS,3140,,,
TINNITIS BILATERAL,3140,,,
TINNITUS - RECONSIDERATION,3140,,,
TINNITUS } MOS,3140,,,
TINNITUS DUE TO ACUSTIC TRAUMA,3140,,,
TINNITUS-DUE TO SERVICE,3140,,,
VIRTIGO,8969,,,
LATENT TUBERCULOSIS,6890,,,
INDIVIDUAL UNEMPLOYABLITY,6990,,,
DEPENDENTS,8925,,,
TUMORS,8925,,,
NUMBNESS IN RIGHT HAND,8929,,,
DIFFICULTY SWALLOWING,8967,,,
TOOTH CONDITION,8967,,,
EAR PAIN,8969,,,
VISUAL IMPAIRMENT,8974,,,
BLEEDING ULCERS,8975,,,
